name,intro,url,opentype,englishName,definition,explanation,extend
人格改变,"人格改变（personality change）是指成人的行为模式和人际关系显著而持久地发性改变。
",http://www.baike.com/wiki/%E4%BA%BA%E6%A0%BC%E6%94%B9%E5%8F%98,"心理学 心理学名词 ",,,,
人格测验,"　　人格测验（汉语拼音：Renge Ceyan；英语：Personality Tests），用以测量不同情境中个人典型行为表现的一类心理测量工具的总称。所谓个人典型行为表现，是指一个人在一定条件下经常表现出来的习惯性行为、反应与情感，以及所形成并表现的相对稳定的个性特征和兴趣、态度、价值观、意见等。测试人格的方法主要有自陈法，即让被试自己描绘自己；投射法，即向被试显示一组意义不明确的刺激，让他加以解释或把这些刺激组建起来；境遇法，即把被试安置在要求他做出某些行动的情景中，观察记录他的行为，以此来评定他的人格特征。常用的人格测验有明尼苏达多相个性调查表、16种人格因素问卷、爱德华个人爱好量表、加利福尼亚个性 调查表和艾森克人格问卷等等。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E6%A0%BC%E6%B5%8B%E9%AA%8C,,,,,
人格结构,"人格结构是指法国人格主义用语。指人的精神活动的结构。他们主张研究完整的人，认为研究完整的人，不仅应从哲学，而且也要从心理学、社会学、切史学、人种学等具体科学进行研究，而那些具体科学的研究只触及人的自然的存在，不触及人的历史的存在和人格结构，不属于哲学范围。人的意识包含有理智和精神等广泛的领域。理智是对现实的认识，只能简单地再现自然的特征，精神则是创造现实、使自然人化的活动，人格主义哲学所研究的人格结构就是人的精神结构，它才属于哲学范围。精神领域是从善恶、祸福等角度来看待人的生存的意识领域，是人的自我意识或具有生命意义的人的经验的领域。精神活动是一种不断趋向未来的历史性活动，它赋予自我以及人的意识所及的世界、自然以历史性。这种历史性是一种摆脱了自然和历史环境及其对人的生命的内在活动的制约的历史性。他们认为这种生命的内在活动就是人的意向性活动。因此精神活动的结构即人格的结构也就是意向性结构。他们主张意向性代表精神活动的开放性，表明精神活动可以超越自我和世界，而向更高的、更圆满的存在迈进，所以人的意向性结构即精神结构也就是超越活动的结构。
",http://www.baike.com/wiki/%E4%BA%BA%E6%A0%BC%E7%BB%93%E6%9E%84,"心理学 心理学术语 神经科学 ",,,,
人格解体神经症,"人格解体神经症，又称人格解体障碍。为10组基本神经症中的1组，其它9组为：焦虑状态，癔病，恐怖状态，强迫性障碍，神经症性抑郁，神经衰弱，疑病症，其他神经症性障碍，未分型。
",http://www.baike.com/wiki/%E4%BA%BA%E6%A0%BC%E8%A7%A3%E4%BD%93%E7%A5%9E%E7%BB%8F%E7%97%87,"健康 医学 心理 心理学 心理疾病 生活 抑郁症 精神健康 ",,,,
人格评估,"人格评估，是个有些争议的领域。旨在量化人格维度的任何测量都假定这些维度是稳定的，而且行为在一定范围的情境中是一致的。
",http://www.baike.com/wiki/%E4%BA%BA%E6%A0%BC%E8%AF%84%E4%BC%B0,"心理学 心理学名词 心理测试 ",,,,
人格障碍,"　　人格障碍（汉语拼音：Renge Zhangai；英语：Personality Disorder），人格的异常，表现为成年期间的固定的适应不良行为模式。可导致本人生活上的困难或给他人造成困难。人格障碍患者的行为特征是：①紊乱不定的个人心理特点和难以与人相处的怪异性格。②把自己的困难都归咎于命运不济或别人的差错，经常把社会或外界的一切看作是荒谬、悖理的。③认为自己对别人可不负任何责任，总把自己的想法和利益放到压倒一切的位置，而不管他人能否接受。④无论走到哪里，都把自己的固定看法或猜疑、仇视带到哪里，从而使其行为影响新环境的气氛。⑤他们对其怪癖行为对别人的伤害或影响泰然自若。1980年《诊断统计手册》(DSM-Ⅲ)将人格障碍区分为12种类型，其中最后一型为非典型者。其他11种类型依次为：偏执型人格障碍、精神分裂样人格障碍、精神分裂症型人格障碍、戏剧化人格障碍、自恋型人格障碍、反社会性人格障碍(又称精神病态或社会病态)、边缘型人格障碍、回避性人格障碍、依赖性人格障碍、强迫性人格障碍和被动攻击性人格障碍。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E6%A0%BC%E9%9A%9C%E7%A2%8D,,,,,
人的潜能素质,"人的潜能素质，一是指人体内蕴藏有亿万年生命演化形成的极为丰富的肉体和精神力量，二是指人类千万年的社会实践和文化成果在人的身心结构的历史积淀和晶化。它既是自然进步的结晶，又是社会文化的积淀，马克思称之为“人自身自然中沉睡的潜能”。
",http://www.baike.com/wiki/%E4%BA%BA%E7%9A%84%E6%BD%9C%E8%83%BD%E7%B4%A0%E8%B4%A8,"人类学 心理学 教育 ",,,,
人类,"　　人类（汉语拼音：Renlei；英语：Mankind），或人，这个名词可以从生物学、哲学与文化各个层面来定义，或者是这些层面定义的结合。生物学上，是一种灵长目人科的直立行走的物种，学名Homo sapiens（意为“有智慧的人”）。智人意指拥有高度发展的头脑。未成年雄性人类称为男孩，而成年者称为男人。未成年雌性人类称为女孩，而成年者称为女人。通常以个人或人来称呼个别的人类，以全人类称呼所有的人类。线粒体DNA与化石证明人类大约于20万年前起源于东非。与其他动物相比，人具有高度发达的大脑，具有抽象思维、语言、自我认知以及解决问题的能力。此种能力，加之人类直立的身体导致人类的前肢可以自由活动，使得人类对工具的使用远超出其它任何物种。截止至2009年2月，世界人口已达到67亿，大约是所有曾生活在地球上的人的5%。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E7%B1%BB,,,,,
人类工效学,"　　人类工效学（汉语拼音：renlei ɡonɡxiɑoxue；英语：ergonomics），以人机系统为研究对象的综合学科。其基础研究的目标是探讨在人机系统中人的生理及心理特征和局限性，以及人与人、人与机器之间的相互作用的规律。其应用目标是将基础研究所获得的知识应用于人机系统的设计，以获得安全、舒适、高效的人机系统，进而在生产活动中做到在获得最大效率的同时，最大可能地保护劳动者。涉及的学科有人体测量学、生物力学、生理学、心理学、毒物学、医学工程、工业设计、信息技术和工业管理等。主要研究方法有现场观察、问卷调查、实验室实验、理论建模和计算机模拟等。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E7%B1%BB%E5%B7%A5%E6%95%88%E5%AD%A6,,,,,
人类起源和进化,"　　人类起源和进化（man，origin and evolution of），人类是由古猿进化来的，是从猿的系统中分化出来的独立的一支，其出现及发展是一个漫长的历史过程。古人类学的研究表明，在距今一二千万年以前，旧大陆生活着许多种古猿。但其中哪一种是人类的直接祖先，是在什么地方和什么时候开始由猿到人这一进化过程的，还是一个远没有解决的问题。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E7%B1%BB%E8%B5%B7%E6%BA%90%E5%92%8C%E8%BF%9B%E5%8C%96,,,,,
人际互补律,"人际互补理论主要探讨的是人际交往中人格特征的互补规律。其理论特点在于将人际交往与人格特征这两个不同的心理学研究领域融为一体。把人格特征放在一定的人际结构模式中去研究其表现规律，体现了人格结构整体研究的特点。
",http://www.baike.com/wiki/%E4%BA%BA%E9%99%85%E4%BA%92%E8%A1%A5%E5%BE%8B,"心理学 心理学效应 规律 ",,,,
人际吸引,"　　人际吸引（汉语拼音：Renji Xiyin；英语：Interpersonal Attraction），人与人之间持喜欢的积极态度或喜爱情感。在社会交往中，人们不仅相互知觉、相互认识，而且也形成一定的情感联系。这种情感联系集中表现在人际吸引上。人际吸引是在合群需要的基础上发展起来的。吸引的一般形式是喜欢或友谊，吸引的强烈形式是爱或爱情。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E9%99%85%E5%90%B8%E5%BC%95,,,,,
人际吸引律,"如果把人际关系看作是一幅人们相互作用的动态图，那么它最直接的表现就是人们之间的相互吸引和排斥。
",http://www.baike.com/wiki/%E4%BA%BA%E9%99%85%E5%90%B8%E5%BC%95%E5%BE%8B,"应用科学 心理学 效应 科学 ",,,,
人际吸引理论,"人际吸引理论，是社会心理学家G.L.克劳尔和D.A.伯恩于1974年提出，又称强化理论，说明人际吸引的社会心理学理论。有代表性的理论包括学习理论、平衡理论和社会交换理论等。
",http://www.baike.com/wiki/%E4%BA%BA%E9%99%85%E5%90%B8%E5%BC%95%E7%90%86%E8%AE%BA,"心理学 心理学名词 社会科学 科学 ",人际吸引理论,,,
人际相似律,"人与人在思想观念和社会生活方面的相同和近似因素，能够使人际间产生相互吸引。
",http://www.baike.com/wiki/%E4%BA%BA%E9%99%85%E7%9B%B8%E4%BC%BC%E5%BE%8B,"心理学 心理学效应 ",,,,
人际知觉,"　　人际知觉（汉语拼音：Renji Zhijue；英语：Interpersonal Perception），个人对他人的感知、理解和评价。又称对人知觉。它研究考察知觉主体如何处理有关他人信息的过程和方式，以及影响人际知觉的主要因素。人际知觉的范围，包括对他人表情、性格的认知，对人与人之间关系的认知，以及对行为原因的认知。影响人际知觉的因素主要有以下几种：①光环效应。当一个人对另一个人的某些主要品质有一个良好的印象之后，他会认为这个人一切都好；反之，他就会认为这个人一切都不好。又叫晕轮效应。②首因效应和近因效应。刚接触一个人时，首先获得的信息，对于形成对他的印象起着非常重要的作用。在最初的印象形成之后，后来的信息就不那么受重视了。这叫首因效应。在间隔不同时间获得的信息中，最后获得的信息对印象形成起着主要作用，这叫近因效应。首因效应和近因效应都是由识记材料的顺序对识记效果的影响造成的。③社会刻板印象。指对一类人所持的一套固定的看法，并依此作为判断评价其人格的依据。社会刻板印象是笼统的、概括的，但未必都是准确的。④定势。即心理活动的一种准备状态或心理倾向，它影响了以后心理活动的进行。
",http://zy.zwbk.org/index.php?title=%E4%BA%BA%E9%99%85%E7%9F%A5%E8%A7%89,,,,,
人际邻近律,"在很多情况下，人际吸引是以空间的接近为先决条件的，这就是人际邻近律。
",http://www.baike.com/wiki/%E4%BA%BA%E9%99%85%E9%82%BB%E8%BF%91%E5%BE%8B,"心理学 心理效应 ",,,,
人面图,"人面图是2002年出现的一幅“河图”系图案，出现在安徽省濉溪县后大街铁路桥下。一位貌似精神失常的流浪汉传授并点悟了刘亚宣。刘亚宣发现、解读了人面图与河图洛书的关系。人面图的图案有象征阴阳的凸凹两部分组成，人的面部器官在平面上恰好可以分部在凸凹结合的位置，图案就此命名为人面图。人面图和河图有着密切关系，将河图顺时旋转90°后经过组合既可得到人面图。人面图是对河图的补充认识，对人面图的研究有助于对河图的深刻认识。
",http://www.baike.com/wiki/%E4%BA%BA%E9%9D%A2%E5%9B%BE,"心理学 ",,,,
仇富现象,"仇富现象多指对于富人阶层或富人个体的致富手段的合法性、依法纳税等操守所持有的怀疑和否定倾向的社会心态。
",http://www.baike.com/wiki/%E4%BB%87%E5%AF%8C%E7%8E%B0%E8%B1%A1,"心理 心理学 社会科学 科学 社会心理 ",,,,
他加禄人,"　　他加禄人（汉语拼音：Tɑjiɑluren；英语：Tagalogs），菲律宾的民族之一。菲律宾第二大民族。主要分布在吕宋岛中部和南部，以马尼拉及其周围地带为聚居区；部分住在民都洛岛、马斯巴特岛和马林杜克岛。属蒙古人种马来类型。使用他加禄语，属南岛语系印度尼西亚语族，他加禄语1962年被定为国语。有拉丁字母的文字。80％以上的人信仰天主教，部分信仰基督教。系公元前2世纪后由亚洲大陆迁来的新马来人的后裔，现多混有西班牙人和华人血统。早期受印度文化影响。1565～1898年间，受西班牙殖民统治。1901年独立战争失败后，又遭受美国殖民统治。受美国和西班牙文化影响很大。1946年与菲律宾各族人民一起获得国家独立。在国内政治、经济和文化上一直处于优势地位。有农村中亲属间保留高度的互助合作精神。
",http://zy.zwbk.org/index.php?title=%E4%BB%96%E5%8A%A0%E7%A6%84%E4%BA%BA,,,,,
代币奖励,"　　代币奖励（汉语拼音：Dɑbi Jiangli；英语：Token Economy），根据B.F.斯金纳操作条件反射学说中强化法则设计的一种行为治疗方法，又称标记奖励。即以象征钱币、奖状、奖品等的标记物为奖励手段，来强化患者良好的行为，并使不良的行为因得不到强化而消退。
",http://zy.zwbk.org/index.php?title=%E4%BB%A3%E5%B8%81%E5%A5%96%E5%8A%B1,,,,,
企业学,"企业学--是一门综合科学，她是生命学、工程学、技术学、心理学、社会组织学、军事学交叉渗透的学问。其宗旨为发现企业的真相，以更好的领导、管理、治理企业。企业学不是简单的回答企业是什么的问题，而是要深入阐述企业真相，否则所有的领导、管理、治理都是“治标不治本”。
",http://www.baike.com/wiki/%E4%BC%81%E4%B8%9A%E5%AD%A6,"决策论 心理学 工程学 认知学 领导学 ",,,,
伊博人,"　　伊博人（汉语拼音：Yiboren；英语：Ibo），西非尼日利亚民族。又称伊格博人。分布在尼日利亚东南部。另有部分人分布在喀麦隆。属尼格罗人种苏丹类型。包括30多个支系。使用伊博语，属尼日尔-科尔多凡语系尼日尔-刚果语族。有用拉丁字母拼写的文字。原信万物有灵，崇拜祖先，后多改信基督教。原住尼日利亚中部，13～14世纪开始向东南迁移，逐步排挤埃科伊人和伊比比奥人，成为尼日尔河三角洲人口占多数的居民。英国殖民主义者入侵以前，除西部奥尼查和奥韦里地区外，多数伊博人以村庄为社会单位（或由几个小村庄联合），由长老和士绅组成村庄领导集团。19世纪起遭受英国殖民统治，备受剥削。从此伊博人开始有了共同的民族意识，各地村庄首领普遍获得了酋长的称号。伊博人还按年龄等级组成集团。每一年龄集团在村中均有特定的义务和职责。婚姻行一夫多妻制。每家均用土墙或篱笆围成院子。院内周围建有多间草房，每座草房住着一位妻子及其子女。主要从事农业。煤和石油蕴藏丰富。20世纪50年代以后，由于大量开采石油，伊博地区经济迅速发展。文化上受埃多族贝宁文化影响较大。
",http://zy.zwbk.org/index.php?title=%E4%BC%8A%E5%8D%9A%E4%BA%BA,,,,,
伊富高人,"　　伊富高人（汉语拼音：Yifugaoren；英语：Ifugaos），东南亚菲律宾民族。主要分布在吕宋岛北部山区。属蒙古人种马来类型，混有尼格利陀人血统。使用伊富高语，属南岛语系印度尼西亚语族。无文字。保持万物有灵和多神信仰，有男性祭师，以猪、鸡为祭品，定时献祭，也盛行祖先 崇拜。村落规模一般有10户左右，分散在山间河谷地区。主要从事灌溉农业，种植水稻、玉米和薯类，饲养猪、鸡和牛、羊。有制陶、榨糖、酿酒、编织、雕刻、木工和铁工等手工业。伊富高人以修筑大规模梯田闻名，梯田多用巨石垒砌而成，有的甚至修筑于险峻山坡上，灌溉水渠盘山环绕，工程巨大，为世界奇景之一。
",http://zy.zwbk.org/index.php?title=%E4%BC%8A%E5%AF%8C%E9%AB%98%E4%BA%BA,,,,,
伊比比奥人,"　　伊比比奥人（汉语拼音：Yibibiaoren；英语：Ibibio），西非尼日利亚民族。主要居住在尼日利亚东南部尼日尔河三角洲地区，另有少数分布在喀麦隆。属尼格罗人种，为苏丹人和班图人的混合  类  型。使  用伊比  比奥语 ，属尼日尔-科尔多凡语系东部类班图语群。多信万物有灵，盛行自然崇拜和祖先崇拜，部分人信奉基督教。大多居住在农村，以村落为单位，由长老领导，村以上无统一的传统组织。一般是一户一个院落。住土房，用棕榈叶作房顶。平原地区主要种植水稻和芋头。沿海地区以捕鱼为生，并出产棕榈油和可可。棕榈油产量在尼日利亚居首位，被称为油河地区。石油资源亦很丰富。政治、经济和文化受伊博族的影响较大。人民能歌善舞，喜爱音乐和艺术。
",http://zy.zwbk.org/index.php?title=%E4%BC%8A%E6%AF%94%E6%AF%94%E5%A5%A5%E4%BA%BA,,,,,
伊洛克人,"　　伊洛克人（汉语拼音：Yiluokeren；英语：Ilocans），东南亚菲律宾民族。又称伊洛卡诺人。主要分布在吕宋岛西北沿海以及卡加延河谷地区，部分居住在棉兰老岛沿海地区。另有少数分布在美国的关岛、夏威夷和加利福尼亚等地。属蒙古人种马来类型。使用伊洛克语，属南岛语系印度尼西亚语族。有文字。多信天主教，部分信基督教。村落规模较大，几个村落组成一个社区，由传统首领管理。主要从事灌溉农业，种植水稻、玉米、甘蔗和薯类；饲养水牛和猪、鸡。沿海渔业发达。有制陶、织毯、金属加工等手工业，尤以贝壳制品和黑檀木制品最富民族特色。部分人经营小型工商业。
",http://zy.zwbk.org/index.php?title=%E4%BC%8A%E6%B4%9B%E5%85%8B%E4%BA%BA,,,,,
休假恐惧症,"职场白领在高强度的工作和竞争压力下，往往会出现精神高度紧张，很多人因而犯上了休假恐惧症。他们发现自己时刻惦记工作，放假也得不到全身心的休息和放松。休假前必须加班加点地赶完手上的工作，休假中时时担心会出现意外，而休假后要大量补上的“工作债”更是让人累得吐血，这就是休假恐惧症的影响。
",http://www.baike.com/wiki/%E4%BC%91%E5%81%87%E6%81%90%E6%83%A7%E7%97%87,"健康 工作 心理学 疾病 心理健康 白领 ",,,,
众从,"众从是一个社会学和社会心理学概念，是指群体中多数人受到少数人意见的影响而改变原来的态度、立场和信念，转而采取与少数人一致的行为的现象。当群体中有少数人意见保持一致，并坚持自己观点的情况时，多数人可能会怀疑自己的立场是否正确，在思想上动摇不定，一部分人首先转变态度，倾向于少数人的意见，然后多数派内部思想瓦解，越来越多的人转变立场，开始听从少数派的意见，使少数派在群体中起到了举足轻重的作用。
",http://www.baike.com/wiki/%E4%BC%97%E4%BB%8E,"心理学 社会心理学 ",,,,
优势个人效应,"在决策心理学中，人们把集体决策过程中由于某人的个人优势而产生民主变异现象，称之为优势个人效应 。
",http://www.baike.com/wiki/%E4%BC%98%E5%8A%BF%E4%B8%AA%E4%BA%BA%E6%95%88%E5%BA%94,"心理学 社会科学 科学 管理定律 ",,,,
传统心理学模式,"巴普诺夫的理论虽然开创了经典的心理分析的先河，但是其最重要的缺陷在于，这样的理论只强调了输入和输出的关系，没有强调文化对于消费者的作用，在目前的社会状况下—产品数量大于需求的情况下，所有人的购买行为都包含了更高层次的精神和文化需求。
",http://www.baike.com/wiki/%E4%BC%A0%E7%BB%9F%E5%BF%83%E7%90%86%E5%AD%A6%E6%A8%A1%E5%BC%8F,"心理学 传统心理学模式 ",,,,
伪聋,"伪聋又称装聋，听觉天津系统无器质性病变，听力正常。伪聋者并无精神心理创伤，而是明知自己听力正常，因有所企图故意伪装耳聋。为使耳部“病变”显著，亦有自伤耳部者纯音测听多为全聋，而客观测听检查完全正常。听力学检查有助于识别伪聋，但应注意与功能性耳聋鉴别。
",http://www.baike.com/wiki/%E4%BC%AA%E8%81%8B,"医学 医学名词 听力 应用科学 心理学 法医学 科学 ",,,,
伯利兹人,"　　伯利兹人（拼音：bó lì zī rén；英语：Belizeans），中美洲伯利兹居民的总称。
",http://zy.zwbk.org/index.php?title=%E4%BC%AF%E5%88%A9%E5%85%B9%E4%BA%BA,,,,,
伴侣动物疗法,"科学家研究发现，人多与小动物接触能改变心情，减轻精神和心理上存在的病症，这就是始于70年代的、国际流行的“伴侣动物疗法”。
",http://www.baike.com/wiki/%E4%BC%B4%E4%BE%A3%E5%8A%A8%E7%89%A9%E7%96%97%E6%B3%95,"健康 医学 心理学 生活 ",,,,
似动,"似动，是指客观上静止的物体看成是运动的，或者把客观上不连续的位移看成是连续运动的一种现象[汉字词语]。
",http://www.baike.com/wiki/%E4%BC%BC%E5%8A%A8,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ",,,,
似动现象,"20世纪初，德国心理学家M.韦特海默用实验方法研究了似动现象（Apparent movement）。他相继呈现一条垂直(a)和一条水平（b）的发亮线段（见图似动现象实验示意）,改变两条线段呈现的时距，并测量对它们的知觉经验。结果发现，当两条线段的呈现的时距短于30毫秒时，人们看到a、b同时出现；当时距长于200毫秒时，看到a、b先后出现；当时距约为60毫秒时，看到线段从a向b运动。韦特海默说，当视网膜受到两条线段的刺激后，会引起皮层相应区域的兴奋。在适当的时空条件下，这两个兴奋回路之间发生融合，形成短路，因而得到运动的印象。
",http://www.baike.com/wiki/%E4%BC%BC%E5%8A%A8%E7%8E%B0%E8%B1%A1,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ","Apparent movement",,,
似动知觉,"似动知觉是指在一定的条件下人们把客观静止的物体看成是运动的，或把客观上不连续的位移看似是连续的运动的。静止之物，很快地相继刺激网膜上邻近部位所产生的物体在运动的知觉，是一种 错觉性的运动知觉。
",http://www.baike.com/wiki/%E4%BC%BC%E5%8A%A8%E7%9F%A5%E8%A7%89,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ","apparent motion perception",,,
位听神经,"位听神经又称前庭蜗神经，人的第8对脑神经，为感觉神经，由蜗神经和前庭神经两部分组成。由耳蜗神经(cochilearnerve)和前庭神经(vestibularnerve)构成，从桥脑下部外侧缘发出。其中耳蜗神经，细胞体位于耳螺旋神经节，外周支与内耳的毛细胞突触连接，中枢支入耳蜗神经核，传递声音引起的听觉冲动入中枢；前庭神经，细胞体位于前庭神经节，外周支分布于内耳的半规管、椭圆囊和球囊，中枢支入前庭神经核团，传导与平衡和加速度相关的本体感觉。损伤耳蜗神经可造成听力障碍。损伤前庭神经可诱发眼球震颤(nystagmus)和运动功能障碍。
",http://www.baike.com/wiki/%E4%BD%8D%E5%90%AC%E7%A5%9E%E7%BB%8F,"人体 心理学 心理学术语 生理 社会科学 神经 神经科学 科学 ",,,,
低压,"低压，是指对地电压在1000V及以下。交流系统中的220V三相四线制的380V/220V中性点接地系统的均属低压。
",http://www.baike.com/wiki/%E4%BD%8E%E5%8E%8B,,Low,,,
低温,"CryoDefense一塔防游戏专门为满足Windows Phone 7。具有史诗风格和视觉健康的轨道。您通过50战了解敌人不懈浪潮的途径。挑战与困难模式从最小到极端！武装自己最前卫CryoCharged塔的武器，让大屠杀开始！
",http://www.baike.com/wiki/%E4%BD%8E%E6%B8%A9,,,,,
体态语言,"体态语言，亦称“人体示意语言”、“身体言语表现”、“态势语”、“动作语言”等，是人际交往中一种传情达意的方式。在日常人际交往中，体态语言是有一定规律可循的。了解这一点，不仅有助于理解别人的意图，而且能够使自己的表达方式更加丰富，表达效果更加直接，进而使人与人之间更和谐。 在交际中常见的体态语言主要有：情态语言、身势语言、空间语言。
",http://www.baike.com/wiki/%E4%BD%93%E6%80%81%E8%AF%AD%E8%A8%80,"心理学 心理学术语 社会科学 神经科学 科学 ",,,,
体育动机,"体育动机是指引起和维持学生参与体育学习和体育锻炼活动的内部心理动因。体育活动行为是学生内在动机激发的结果，它决定着学生体育学习和锻炼活动的倾向性、活动强度和坚持性。它对体育学习和锻炼行为起着定向、始动、调节、强化和维持的功能，对体育活动效果有着重要的影响。
体育动机是在学生个体体育活动需要的基础上产生，并受到外部刺激或诱因的影响，在人的内部心理活动中常常以意向、愿望、要求等形式存在。内部微弱的体育动机活动从外部难以观察出来，但当它在某一方向上的强度达到一定程度时，就会激发个体在生理、心理和行为上发生变化。学生在体育学习和锻炼活动中表现的努力和坚持性就是他们体育动机的外在表现。
",http://www.baike.com/wiki/%E4%BD%93%E8%82%B2%E5%8A%A8%E6%9C%BA,"体育 心理 心理学 教育 生理学 社会科学 科学 行为学 运动学 ",,,,
体育心理训练,"体育心理训练是指对大脑或心理进行的专门化训练的过程。
",http://www.baike.com/wiki/%E4%BD%93%E8%82%B2%E5%BF%83%E7%90%86%E8%AE%AD%E7%BB%83,"心理学 教育学 社会科学 科学 行为学 运动学 ",,,,
佛拉芒人,"　　佛拉芒人（汉语拼音：Fo la mang ren；英语：Flamands），西欧民族。又称佛兰德人或佛来米人。因居住在佛兰德里而得名。主要分布在比利时、荷兰和法国。另有少数分布在美国、加拿大和扎伊尔。属欧罗巴人种。使用佛拉芒语，属印欧语系日耳曼语族。信奉天主教。佛拉芒人的族源与荷兰人基本相同，主要由弗里斯人、法兰克人、撒克逊人等古代日耳曼部落和克尔特人结合而成。为中世纪尼德兰南部的居民。16世纪尼德兰资产阶级革命中，北部居民由天主教改宗基督教加尔文派，脱离西班牙，建立荷兰共和国，发展成为荷兰人。尼德兰南部的居民仍处于西班牙统治下，继续信奉天主教，逐渐发展为佛拉芒人。在西班牙之后，又相继遭受奥地利、法国的统治。1815年拿破仑失败后，归属荷兰。1830年，大部分佛拉芒人与瓦隆人共同建立了比利时王国，但仍有部分人留在荷兰和法国境内。佛拉芒人经济发达，历史上以生产呢绒、麻纺、陶瓷著称，主要工业有造船、炼油、冶金、采煤、热带产品加工、机械和电气设备等。文化亦发达，尤以文艺复兴时期的绘画艺术驰名于世。
",http://zy.zwbk.org/index.php?title=%E4%BD%9B%E6%8B%89%E8%8A%92%E4%BA%BA,,,,,
作品分析法,"作品分析法又叫产品分析法，是对调查对象(明确总体[汉语词语]和样本[汉语词语])的各种作品，如笔记、作业、日记、文章等进行分析研究，了解情况，发现问题，把握特点和规律的方法。该方法可用于智商测试[科学行为名词]，通过这种方法，可以了解人的知识[词语解释]、技能、技巧、对事物的态度、智力、能力[汉语词语]的水平等。
",http://www.baike.com/wiki/%E4%BD%9C%E5%93%81%E5%88%86%E6%9E%90%E6%B3%95,"心理学 心理学术语 神经科学 ",,,,
作证心理学,"　　作证心理学（汉语拼音：zuozhenɡ xinlixue；英语：testimony psychology），研究证人就其所知道的与案件有关的事实、情节向公安机关、检察院和法院作陈述时的心理活动，以及研究影响证人证言可靠性的各种心理因素的法律心理学分支。作证心理的研究对查清案件事实、正确定罪量刑都有重要的意义。
",http://zy.zwbk.org/index.php?title=%E4%BD%9C%E8%AF%81%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
依恋,"刘小慧(Winnie Lau)，香港[中华人民共和国香港特别行政区]著名女艺人，歌手，九十年代香港乐坛红极一时的天后[陈势安演唱歌曲]，1985年接拍第一个电视广告，瞬即成为广告红人，主演多部电影，发行多张专辑，最熟悉的歌是香港粤语真经典[真经典之许冠英]的《初恋情人》，1996年拓展海外市场，成为首位与台湾巨石公司合作的BMG歌手[职业名称]。曾获香港十大金曲最有前途女新人奖。与草蜢[中国香港歌唱组合]成员苏志威结婚，婚后生活幸福。唱片公司：BMG专辑简介：《依恋》是香港歌手刘小慧的第六张粤语专辑,在1994年8月24日推出,是她转投博德曼音乐后首张专辑。大碟第一主打为专辑同名歌曲《依恋》,第二主打为《分手不需再流泪》。
",http://www.baike.com/wiki/%E4%BE%9D%E6%81%8B,,,,,
依恋心理学,"“依恋理论”是有关心理学概念“依恋”的一种理论（或一组理论）。“依恋”(attachment)是个体与重要他人间通过亲密互动形成的持久、强烈的情感联系或联结（陈英和, 《发展心理学》, P320）。依恋理论起源于对动物的观察及实验[科学用语]。早期对人类依恋的大量研究由John bowlby (1907-1990)及同事做出。
",http://www.baike.com/wiki/%E4%BE%9D%E6%81%8B%E5%BF%83%E7%90%86%E5%AD%A6,"家庭 心理学 爱情 社会 社会科学 科学 ",,,,
依恋模式,"金·巴塞洛缪认为每个人的依恋[汉语词汇]风格都是不相同的，他把成人的依恋模式分为安全型、多虑型、超脱型与恐惧型。安全型的人对亲密关系和相互依赖感觉很自在，他们乐观外向，并且愿意参加社交活动；多虑型的人对自己与他人的关系时刻都会保持高度的警惕，他们很希望跟别人建立亲密关系，但是一旦自己的亲密对象与其他人有密切关系，他们就会心生嫉妒；超脱型的人喜欢依赖自己，对亲密关系没有多大的兴趣，往往表现得冷漠而独立；而恐惧型的人则总是担心遭人拒绝，不能相信别人，同时他们也不信任自己，多疑而害羞。
",http://www.baike.com/wiki/%E4%BE%9D%E6%81%8B%E6%A8%A1%E5%BC%8F,"健康 医学 心理 心理学 教育心理学 模式 生活 ","Attachment patterns",,,
依赖性,"依赖性是一种产生生理性或精神性的依赖和需求的现象。药物依赖性一般是指在长期应用某种药物后，机体对这种药物产生了生理性或精神性的依赖和需求，分生理依赖和精神依赖两种。
药物滥用，尤其是兴奋药或麻醉药的滥用是引起依赖性并具有社会意义的重要问题。
",http://www.baike.com/wiki/%E4%BE%9D%E8%B5%96%E6%80%A7,"分子生物学 心理学 心理学名词 科学 自然科学 ",,,,
侦破心理学,"　　侦破心理学（汉语拼音：zhenpo xinlixue；英语：investigation psychology），研究刑事侦查活动中侦查人员以及各种关系人包括嫌疑人、被告、罪犯、被害人，以及证人等的心理活动规律的法律心理学分支。又称侦查心理学。它为侦查人员的选拔、配置，以及侦查工作的顺利开展提供心理学的理论依据。
",http://zy.zwbk.org/index.php?title=%E4%BE%A6%E7%A0%B4%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
