name,intro,url,opentype,englishName,definition,explanation,extend
信息函数,"信息函数，计算机属于，是指可以使用信息工作表函数确定存储在单元格中的数据的类型。
",http:////www.baike.com//wiki//%E4%BF%A1%E6%81%AF%E5%87%BD%E6%95%B0,心理学 心理学名词 心理学术语 神经科学 ,,,,
信息加工,"信息加工（information processing）译“信息处理“。是一种认知心理学术语。对信息的接收、存储、操作运算和传送，或对存贮在信息加工系统中的各种符号结构的操作和处理。按信息加工过程中各个阶段或每个阶段上进行的多个处理间的时序关系，可分串行加工和并行加工两种基本方式。串行加工亦称系列加工，指信息加工的各个阶段严格按照先后顺序进行，前一阶段加工完后的输出作为后一加工阶段开始的输入，或在每个阶段上对信息的多个处理是一个个进行的。后者指信息加工的各个阶段，或每个阶段上对信息的多个处理可以同时进行。
",http:////www.baike.com//wiki//%E4%BF%A1%E6%81%AF%E5%8A%A0%E5%B7%A5,信息 心理学 心理学名词 心理学术语 社会科学 神经科学 科学 经济 经营管理 ,Information Processing,,,
信息加工心理学,"信息加工心理学是对收集来的信息进行去伪存真、去粗取精、由表及里、由此及彼的加工过程。
",http:////www.baike.com//wiki//%E4%BF%A1%E6%81%AF%E5%8A%A0%E5%B7%A5%E5%BF%83%E7%90%86%E5%AD%A6,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
信息加工理论,"信息加工理论（information processing theory）认知心理学基本理论。从机能上，即从行为水平上将人脑与计算机进行类比，把人脑看作类似于计算机的信息加工系统。认为人的认知过程就是对信息的加工过程，力图建立心理活动的计算机模型；涉及人如何注意、选择和接收信息，如何对信息进行编码、内在化和组织，以及如何利用这些信息做出决策和指导自己的行为等。认知心理学家利用计算机科学、语言学和信息论的有关概念，阐明人的认知过程及其适应行为，推动心理学各个领域的理论和实验研究的发展，特别是在知觉、记忆、语言和问题解决的研究中，取得迅速发展。
",http:////www.baike.com//wiki//%E4%BF%A1%E6%81%AF%E5%8A%A0%E5%B7%A5%E7%90%86%E8%AE%BA,学习 心理学 心理学名词 心理学术语 社会科学 神经科学 科学 自然辩证法名词 ,Information Processing Theory,从机能上，即从行为水平上将人脑与计算机进行类比，把人脑看作类似于计算机的信息加工系统,,
信息论,"信息论是运用概率论与数理统计的方法研究信息、信息熵、通信系统、数据传输、密码学、数据压缩等问题的应用数学学科。信息系统就是广义的通信系统，泛指某种信息从一处传送到另一处所需的全部设备所构成的系统。信息论是关于信息的理论，应有自己明确的研究对象和适用范围。但从信息论诞生的那时起人们就对它有不同的理解。
",http:////www.baike.com//wiki//%E4%BF%A1%E6%81%AF%E8%AE%BA,信息论 地理信息系统名词 基本物理概念 学科名 心理学 心理学术语 数学术语 术语 物理学 电子 电子工程 电子术语 神经科学 科学 自然科学 自然辩证法名词 语言学 通信技术 带宽 ,,,,
倒摄干扰,"倒摄干扰(retroactive interference)是指后来学习内容对先前学习内容的干扰。倒摄干扰可能是导致遗忘的最重要原因。前摄干扰(proactive interference) 是指先前学习内容对后来学习内容的干扰，即旧知识干扰新知识。这两种干扰的出现直接导致了信息记忆的系列位置曲线。干扰理论(interference theory) 认为，遗忘是由干扰造成的，由于信息相互竞争导致无法提取。研究发现主要有以上两种干扰。
",http:////www.baike.com//wiki//%E5%80%92%E6%91%84%E5%B9%B2%E6%89%B0,心理学 心理学术语 神经学 神经科学 神经科学与心理学 ,,,,
倾听法则,"正如基督教义《西拉书》中所说的:“如果你喜欢倾听，就会获得知识;如果善于倾听，就会变得智慧。“
",http:////www.baike.com//wiki//%E5%80%BE%E5%90%AC%E6%B3%95%E5%88%99,哲学 心理学 文化 ,,,,
假两性畸形,"假两性畸形，身具此种畸形者，体内实际只有一种性腺，或者是男性性腺，或者是女性性腺。但是，具有男性性腺者，其外生殖器的外观，却是女性特征；具有女性性腺者，其外生殖器的外观，却是男性特征。因而出现貌似女性，实为男性，或貌似男性，实为女性的假两性人。假两性人实际上是一性人，即或者是男性或者是女性，只是由于其生殖器官外观呈异性特征，导致表里不一。
",http:////www.baike.com//wiki//%E5%81%87%E4%B8%A4%E6%80%A7%E7%95%B8%E5%BD%A2,医学名词 应用科学 心理学 心理学名词 法医学 科学 ,,,,
假性痴呆,"假性痴呆是一类特殊的痴呆表现，不是大脑器质病变所致， 而是一种心理状态，完全可以恢复正常。它是鉴定中可见的一类特殊痴呆表现。最典型的是刚塞氏综合征，又称心因性痴呆，多见于有强烈心理刺激的癔症和拘禁性反应等。 核心症状是对简单问题给予近似而错误的回 答（近似回答）。病人可以理解问题的意义， 但不能作简单正确回答。
",http:////www.baike.com//wiki//%E5%81%87%E6%80%A7%E7%97%B4%E5%91%86,医学名词 应用科学 心理学 心理学名词 科学 ,,,,
假自闭,"很多上班族[受雇于企业的受薪阶级人士]在忙碌了一天、一周后，晚上回到家或周末在家，往往会表现出一些“自闭“倾向，如更喜欢窝在家里，能不和“外人“打交道就不打，能不应酬就不应酬，能不说话就不说话，宁愿一个人窝在家里睡懒觉、看电视、上网等。有人称上班族的这种类似于自闭症患者的做法为“假自闭“。
积极的心态，良好的认知，完善的系统思维，超强的自我调节，是减轻假自闭的关键。
",http:////www.baike.com//wiki//%E5%81%87%E8%87%AA%E9%97%AD,心理学 疾病 网络流行语 自闭 ,,,,
假设,"假设是一个汉语词汇，读音为jiǎ shè，指如果；凭空构想；科学家提出解释事象的主张而尚未证明的。见《汉书·贾谊传》：“假设陛下居齐桓之处，将不合诸侯而匡天下乎？“
",http:////www.baike.com//wiki//%E5%81%87%E8%AE%BE,,,,,
假设群体,"在消费者群体中也称为统计群体，特指具有某些共同特点的消费者群体，而成员之间并没有现实的联系，也没有任何的组织形式，只是具有统计意义或研究意义的群体。
在管理心理学中，假设群体是指名义上存在，实际上并不存在的一种形式上的群体。它只是为研究问题的需要，人为的将人群作为一种观念上的不同划分。
",http:////www.baike.com//wiki//%E5%81%87%E8%AE%BE%E7%BE%A4%E4%BD%93,心理学 心理学名词 社会科学 科学 ,,,,
偏好,"偏好是指效用理论的一个概念。是指决策人对收益和风险的态度。决策人对一方案或后果的偏好强烈程度，称为偏好程度。偏好可分为以下三种：(1)厌恶风险型，即对等的收益和损失，只有当损失的概率小于1//2时，决策人才可能投资。(2)追求风险型，它是与厌恶型相反的类型。(3)相对风险中立型，即引入风险对决策人的偏好无明显作用。
",http:////www.baike.com//wiki//%E5%81%8F%E5%A5%BD,心理学 社会 社会科学 科学 , partiality for sth,,,
停滞效应,"停滞效应是美国著名心理学家丹尼斯·维特利博士和纳亚连在育婴堂儿童剥夺研究中得出的一种心理趋势。这种趋势是由于剥夺环境而缺少学习机会造成的，主要面向对象为育龄儿童。
",http:////www.baike.com//wiki//%E5%81%9C%E6%BB%9E%E6%95%88%E5%BA%94,心理学 心理学效应 效应 教育 ,Stagnation effect,,,
健康心态密码,"健康心态密码，是2012年8月在微博热传的一串数字（158-111-12530）。这串数字提示人们，在日常生活中要注意做好相关的几件事情，就会收到减轻心理压力、保持快乐心态的效果。
",http:////www.baike.com//wiki//%E5%81%A5%E5%BA%B7%E5%BF%83%E6%80%81%E5%AF%86%E7%A0%81,IN词 心理学 新词 热词 ,,,,
健康心理学,"《健康心理学》是一本人民邮电出版社2007年出版的书籍。
",http:////www.baike.com//wiki//%E5%81%A5%E5%BA%B7%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
儿童发展心理学,"儿童发展心理学（psychology of child development），心理学的一门分支学科。研究人类个体在儿童期（从出生到成熟）的心理发展，揭示儿童心理发展的一般规律和儿童各年龄阶段的心理特征。儿童年龄阶段通常划分为：乳儿期（出生至 1 岁），婴儿期（1 岁～3 岁），幼儿期（三岁至六七岁），童年期（六七岁至十一二岁），少年期（十一二岁至十四五岁），青年初期（十四五岁至十七八岁）。奠基人德国生理学家和实验心理学家普赖尔于 1882 年发表的《儿童心理》一书是率先用较为系统的观察和实验方法研究儿童心理的著作，是其诞生的标志。
",http:////www.baike.com//wiki//%E5%84%BF%E7%AB%A5%E5%8F%91%E5%B1%95%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
儿童学,"儿童学（pedology）是研究儿童发展的综合性学科。内容涉及生物学、生理学、心理学、教育学等多学科。具体包括：（1）儿童个体的发生以及遗传对儿童的制约作用；（2）儿童身体的发育过程；（3）儿童常见的疾病；（4）儿童的心理，如本能、感知觉、想象、思维、语言、情感、意志等；（5）异常儿童。采用的研究方法包括传记法、谈话法、问卷调查法、诊断法、智力测验法等。该学科产生并流行于19世纪末20世纪初。当时社会经济、文化发展和科学进步，对传统儿童观（即直至19世纪，儿童仍被认为是没有个人身份的“小大人“，是父母的私有财产，也没有任何权利）产生挑战。
",http:////www.baike.com//wiki//%E5%84%BF%E7%AB%A5%E5%AD%A6,学科名 心理学 心理学名词 心理学术语 社会科学 神经学 神经科学 科学 ,,,,
儿童心理学,"本书是以孩子的角度来观察孩子眼中的世界，从而分析和理解孩子的行为特征，为家长的家庭教育提供了很好的借鉴依据。
",http:////www.baike.com//wiki//%E5%84%BF%E7%AB%A5%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
儿童社交敏感症,"“儿童社交敏感症“，是儿童早期受到精神刺激惊吓形成社交逃避心理而反射出的一种极端症状，主要表现为缺乏信心，口吃，表述不清；躲避他人的视线；脸面发红发热，躯体紧张、僵硬；分泌大量唾液；小便时有人在排尿困难等。儿童社交敏感症的发生往往与家庭和学校环境有很大关系，学校和家庭应该鼓励儿童多交朋友、多参加各种竞赛，并适时地给儿童以表扬和奖励，将有利于提高他们的自信，激发他们的社交信心和兴趣，克服“社交敏感“。
",http:////www.baike.com//wiki//%E5%84%BF%E7%AB%A5%E7%A4%BE%E4%BA%A4%E6%95%8F%E6%84%9F%E7%97%87,家庭 心理学 教育 社会科学 科学 ,,,,
元认知,"元认知，又称反省认知、监控认知、超认知、反审认知等，是指人对自己的认知过程的认知。学习者可以通过元认知来了解、检验、评估和调整自己的认知活动。一般认为，元认知可以由元认知知识、元认知体验和元认知监控三部分组成。
",http:////www.baike.com//wiki//%E5%85%83%E8%AE%A4%E7%9F%A5,,,,,
免疫效应,"免疫效应大致可分为抗体依赖性和非抗体依赖性两类。前者又称体液免疫，是抗体直接作用或介导其它免疫分子作用于寄生虫；后者又称细胞免疫，由效应细胞或其产物介导下杀伤寄生虫。
在学习过程中，当学习材料发生了显著地遗忘后在进行复习时，学习者因发现了遗忘的内容，故能激起复习的动机，他不再把复习看作是多余的事情，就在复习中更加努力和集中注意；同时在复习中，人们还能发现造成遗忘的原因，如获得的知识模糊不清，为充分分化，不稳固等等，于是就在复习时，想方设法加强薄弱的环节。称之为遗忘的免疫效应。
",http:////www.baike.com//wiki//%E5%85%8D%E7%96%AB%E6%95%88%E5%BA%94,医学 应用科学 心理学 心理学效应 教育学 科学 ,,,,
公交车心理学,"公交车心理学是根据人们在双层公交车上选择座位的倾向，对其性格进行分析和判断的心理学。据分析，思想前卫的人一般喜欢坐在公交车的上层前排，有独立见解的人喜欢选择上层中间的座位，而那些具有反叛心理的人则喜欢坐在上层后面。
",http:////www.baike.com//wiki//%E5%85%AC%E4%BA%A4%E8%BD%A6%E5%BF%83%E7%90%86%E5%AD%A6,名词 心理 心理学 心理学术语 ,,,,
公关依赖症,"公关依赖症，随着诸多“公关“手段的甚嚣尘上，企业曾经希望通过网络公关树立正面的形象，但越来越发现能不被负面就已经很不错了，在不良公关的催化下，企业间正常的商业竞争越来越沦为“劣币驱逐良币“的恶性循环，企业发展不是靠自身的产品，而是越来越依赖公关，深度陷入了“公关依赖症“，企业和公关公司的关系，也从“狐假虎威“变成了“虎假狐威“。
",http:////www.baike.com//wiki//%E5%85%AC%E5%85%B3%E4%BE%9D%E8%B5%96%E7%97%87,心理学 心理学术语 社会现象 ,,,,
兰道环视标,"兰道环视标亦称“C形视标“。用于测定人眼视敏度的环形视标兰道设计。
",http:////www.baike.com//wiki//%E5%85%B0%E9%81%93%E7%8E%AF%E8%A7%86%E6%A0%87,心理学 心理学术语 神经科学 ,,,,
共同反刍,"美国密苏里州大学的研究人员用“共同反刍“形容过分沉迷和讨论同一个问题的行为。“共同反刍“行为带有潜在的传染性，导致不健康的情绪在女性朋友之间互相传染。
",http:////www.baike.com//wiki//%E5%85%B1%E5%90%8C%E5%8F%8D%E5%88%8D,健康 心理学 生活 ,,,,
共生效应,"共生效应，是指一定的参照群体中的人们，在从事日常的劳动、工作和学习时，受到群体中成员的智慧、能力及以往的劳动成果的影响，在思维上获得启发，能力水平得到有效提高的现象。这种影响是群体成员之间相互的、潜移默化的，是发展与发挥个人潜能的社会激发因素之一。共生原为生物学概念，指不同种类的生物共同生活在一起的现象。在当代，透过生物共生现象，人们认识到共生是人类之间，自然之间以及人与自然之间形成的一种相互依存、和谐、统一的命运关系。哲学、社会学都开始关注“共生效应“。
",http:////www.baike.com//wiki//%E5%85%B1%E7%94%9F%E6%95%88%E5%BA%94,心理学 心理学效应 效应 社会科学 科学 管理定律 ,共生效应,,,
关怀强迫症,"英文原词是“Co-dependency“，原意是交互依赖，是指依赖别人对自己的依赖。喜欢关怀别人，不去关心别人自己就难受。这种关怀、关心还强迫别人接受，以此来确立自己的人生价值，获得心理满足。这种病态心理的现象叫“关怀强迫症“。
",http:////www.baike.com//wiki//%E5%85%B3%E6%80%80%E5%BC%BA%E8%BF%AB%E7%97%87,HOT IN词 心理学 心理疾病 强迫症 ,,,,
关系场效应,"关系场效应 在角色群体的活动效率中，既可能产生增力作用，也可能导致减力作用。“关系场效应“就是如此显现于上述决策领域，而显现的又是如此复杂的状态。 岂止于决策领域呢！ 从角色群体中“利他行为“这一社会心理方面去分析，不是同样存在“关系场效应“吗 “利他行为“是指在任何形式下不指望得到报答也帮助他人的行动。
",http:////www.baike.com//wiki//%E5%85%B3%E7%B3%BB%E5%9C%BA%E6%95%88%E5%BA%94,心理学 千奇百怪的心理学效应 心理学 心理学现象 ,,,,
兴奋过度,"兴奋过度是心理学领域中的一个术语，兴奋过度按照中国谚语的解释即为乐极生悲，在心理学中，这是一个会产生严重危害后果的心理现象，为防止不良现象的出现，应学会压力的释放。
",http:////www.baike.com//wiki//%E5%85%B4%E5%A5%8B%E8%BF%87%E5%BA%A6,心理学 心理学术语 物理化学 生物学 社会科学 神经科学 科学 ,,,,
具体运算,"具体运算阶段是皮亚杰认知发展理论中认知发展4个阶段中的第三个，在前运算阶段之后，从7岁到12岁，表现为逻辑的适当使用。
",http:////www.baike.com//wiki//%E5%85%B7%E4%BD%93%E8%BF%90%E7%AE%97,心理学 心理学术语 社会科学 神经学 神经科学 科学 ,,,,
内化作用,"内化作用(internalization)是指吸取父母或崇拜的对象之价值观、信念或思考方式等，使之成为自己的内在想法。
",http:////www.baike.com//wiki//%E5%86%85%E5%8C%96%E4%BD%9C%E7%94%A8,心理学 生物化学 生物学 社会科学 科学 ,,,,
内投射,"在运动皮层中，Ⅴ层的锥体神经元是主要的投射神经元。详细研究这些神经元的回路联系对进一步了解运动皮层的功能具有十分重要的意义。
",http:////www.baike.com//wiki//%E5%86%85%E6%8A%95%E5%B0%84,心理学 社会科学 科学 ,,,,
内衣心理学,"内衣心理学，内衣的颜色会透露你是怎样的一个人，光谱中的温暖色系(红，橙，黄)，会创造出兴奋与活力，而且会让我们的血压升高、心跳加快、呼吸加速。专家说红色意味着你不会害羞。如果你选择粉红色，表示你绝不会主动。如果是白色，意味着你很有学习精神。一个裸色或接近肤色的胸罩，可以解读为它的主人是一个自然、随和、脚踏实地，个性近乎透明的人。
",http:////www.baike.com//wiki//%E5%86%85%E8%A1%A3%E5%BF%83%E7%90%86%E5%AD%A6,健康 心理 心理学 心理学术语 生活 ,,,,
内观疗法,"内观疗法（NaiKan Therapy）1953年由日本学者吉本伊信提出。吉本认为：“要想知道自己是不是有信心，可以去查查过去一天天度过的日子。“经42年的发展，在日本有专设的内观疗法研修所10多所。在心理咨询、治疗机构、医院心理治疗中心，内观疗法得到广泛应用。在美国和欧洲的一些国家也已经设立了对内观疗法的专门研究机构。
",http:////www.baike.com//wiki//%E5%86%85%E8%A7%82%E7%96%97%E6%B3%95,健康 医学 心理学 生活 ,NaiKan Therapy,,,
农业心理学,"【 现代农业指广泛应用现代科学技术、现代工业提供的生产资料和现代生产管理方法的社会化农业。
",http:////www.baike.com//wiki//%E5%86%9C%E4%B8%9A%E5%BF%83%E7%90%86%E5%AD%A6,心理学 社会心理学 社会科学 科学 ,,,,
冬季心理流感,"冬季心理流感，也称冬季抑郁症，是指进入冬天后人常常觉得没精神、烦躁不安，而且感到压力很大，好像整个世界都变得没有生气。他们特别喜欢睡觉，但多梦、睡眠质量差，这是因为冬季气温明显降 低，日照少，人体褪黑激素分泌增加，生物钟不能适应冬季日照时间短的变化，导致生物节律紊乱和内分泌失调，造成情绪与精神状态紊乱。专家建议，应对冬季心理流感要在冬季多晒太阳、多运动，适当调节心理状态。
",http:////www.baike.com//wiki//%E5%86%AC%E5%AD%A3%E5%BF%83%E7%90%86%E6%B5%81%E6%84%9F,心理学 心理疾病 疾病 社会科学 科学 ,,,,
冯特错觉,"冯特错觉：两平行线由于附加线段的影响使中间变宽两端变窄。
",http:////www.baike.com//wiki//%E5%86%AF%E7%89%B9%E9%94%99%E8%A7%89,心理学 心理学名词 错觉 ,,,,
冲动型人格障碍,"冲动型人格障碍也称爆发型人格障碍，也称攻击性人格障碍。是一种因微小精神刺激而突然爆发非常强烈而又难以控制的愤怒情绪并伴有冲动行为的人格障碍，主要特征为情绪不稳定及缺乏冲动控制能力，暴力或威胁性行为的突然爆发也很常见。冲动型人格障碍治疗较为困难，其表现随着年龄的增长可以有不同的变化，一般具有逐渐缓解的趋势，但往往仍遗留有人际关系的障碍，表现为对亲友和邻居的敌对态度。
",http:////www.baike.com//wiki//%E5%86%B2%E5%8A%A8%E5%9E%8B%E4%BA%BA%E6%A0%BC%E9%9A%9C%E7%A2%8D,健康 医学 医学名词 常见疾病 心理学 心理常见疾病 生活 ,,,,
决定论,"决定论（又称拉普拉斯信条）是一种认为自然界和人类社会普遍存在客观规律和因果联系的理论和学说，其与非决定论相对。心理学中的决定论认为，人的一切活动，都是先前某种原因和几种原因导致的结果，人的行为是可以根据先前的条件、经历来预测的。
量子力学并没有支持自由意志[哲学概念]，只是于微观世界物质具有概率波等存在不确定性，不过其依然具有稳定的客观规律，不以人的意志为转移。
",http:////www.baike.com//wiki//%E5%86%B3%E5%AE%9A%E8%AE%BA,哲学 哲学术语 哲学理论 心理学 心理学名词 心理学术语 文化 物理学名词 神经学 神经科学 计算机仿真 ,Determinism,,,
决策树,"决策树(Decision Tree）是在已知各种情况发生概率的基础[汉语词语]上，通过构成决策树来求取净现值的期望值大于等于零的概率，评价项目风险，判断其可行性的决策分析方法，是直观运用概率分析的一种图解法。由于这种决策分支画成图形很像一棵树的枝干，故称决策树。在机器学习中，决策树是一个预测模型，他代表的是对象属性与对象值之间的一种映射关系。Entropy = 系统的凌乱程度，使用算法ID3, C4.5和C5.0生成树算法使用熵。这一度量是基于信息学理论中熵的概念。
决策树是一种树形结构，其中每个内部节点表示一个属性上的测试，每个分支代表一个测试输出，每个叶节点代表一种类别。
分类树（决策树）是一种十分常用的分类方法。他是一种监管学习，所谓监管学习就是给定一堆样本，每个样本都有一组属性和一个类别，这些类别是事先确定的，那么通过学习得到一个分类器，这个分类器能够对新出现的对象给出正确的分类。这样的机器学习就被称之为监督学习。
",http:////www.baike.com//wiki//%E5%86%B3%E7%AD%96%E6%A0%91,化学工程名词 商业术语 商业词语 心理学 心理学名词 心理学术语 数学名词 术语 社会科学 神经学 神经科学 科学 科学名词 自动化名词 计算机术语 计算机科学技术名词 计算机编程 ,,,,
准备律,"准备律Claw of readiness)是学习者在学习开始时的预备定势。学习者有准备而又给以活动就感到满意，有准备而不活动则感到烦恼，学习者无准备而强制以活动也感到烦恼。
",http:////www.baike.com//wiki//%E5%87%86%E5%A4%87%E5%BE%8B,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
准实验,"指在实验中未按随机原则来选择和分配被试，只把已有的研究对象作为被试，且只对无关变量作尽可能控制的实验。
",http:////www.baike.com//wiki//%E5%87%86%E5%AE%9E%E9%AA%8C,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
凡勃伦效应,"凡勃伦效应是指消费者对一种商品需求的程度因其标价较高而不是较低而增加。它反映了人们进行挥霍性消费的心理愿望。商品价格定得越高，越能受到消费者的青睐。商品价格越高消费者反而越愿意购买的消费倾向，最早由美国经济学家凡勃伦注意到，因此被命名为“凡勃伦效应“。
",http:////www.baike.com//wiki//%E5%87%A1%E5%8B%83%E4%BC%A6%E6%95%88%E5%BA%94,产业经济 企业 心理学 心理学效应 生活 社会 管理学定律 管理定律 经济 经济理论 ,Veblen effect,,,
出轨时间表,"出轨时间表是指婚姻家庭中，最容易出现婚姻危机的时间段。只要夫妻双方包容理解，就能白头偕老。
",http:////www.baike.com//wiki//%E5%87%BA%E8%BD%A8%E6%97%B6%E9%97%B4%E8%A1%A8,HOT IN词 婚姻 家庭 心理学 情感 社会现象 ,,,,
击鼓音乐疗法,"自古以来，击鼓就是仪式医疗（ritual healing）的一部分，常用于典礼或只是为了缓解压力。今天，击鼓的鼓吹人士称，治疗性的节奏乐器练习有助于减轻孤独症和阿兹海默症等患者的病症，有助于个人动作技巧的康复。从一些例子来看，这种疗法也有助于减轻压力、改善免疫系统，并使情绪得到表达等益处。
在音乐疗法中，鼓是一种受欢迎的乐器，因为即使是以前没有乐器经验的人也能很快掌握击鼓的要领。这也能补充更标准的音乐疗法。
",http:////www.baike.com//wiki//%E5%87%BB%E9%BC%93%E9%9F%B3%E4%B9%90%E7%96%97%E6%B3%95,心理学 ,,,,
分化,"分化（拼音fēnhuà）是指做工作使瓦解分裂；也指非特化的早期胚胎细胞获得特化细胞（如心脏、肝脏或肌肉细胞）特性的过程。
",http:////www.baike.com//wiki//%E5%88%86%E5%8C%96,分子生物学 动物学名词 医学名词 天体物理学 心理学 心理学名词 心理学术语 植物学名词 植物生理学 流行语 生物化学 生理学名词 神经学 神经科学 科学名词 胚胎学名词 ,,,,
分娩,"分娩，特指胎儿脱离母体成为独立存在的个体的这段时期和过程。分娩的全过程共分为3期，也称为3个产程。第一产程，即宫口扩张期。第二产程，即胎儿娩出期。第三产程，胎盘娩出期。
",http:////www.baike.com//wiki//%E5%88%86%E5%A8%A9%E6%9C%9F,,,,,
分布,"《分布》是顾城的诗作，该作品收藏在《顾城新诗自选集》作者介绍：顾城中国当代著名诗人，朦胧诗派的代表人物之一。其被称为当代的唯灵浪漫主义诗人，早期的诗歌有孩子般的纯稚风格、梦幻情绪，用直觉和印象式的语句来咏唱童话般的少年生活。其《一代人》中的“黑夜给了我黑色的眼睛，我却用它寻找光明“成为中国新诗的经典名句。后期隐居激流岛，1993年10月8日在其新西兰寓自杀。身后留下大量诗、文、书法、绘画等作品。作品译成英、法、德、西班牙、瑞典等十多种文字，对中国当代文学影响巨大。
",http:////www.baike.com//wiki//%E5%88%86%E5%B8%83,,,,,
分心,"《分心》是一首由宋天豪作词、周炳辉作曲，许恒瑞编曲，王杰演唱的歌曲 ，收录在专辑《别了疯子[2007年发行王杰第26张国语专辑]》中，由英皇娱乐于2007年01月02日 发行。
",http:////www.baike.com//wiki//%E5%88%86%E5%BF%83,,,,,
分手心理学,"感情一旦消失，也不愿意再付出友情关爱时，企图以理性说服对方分手的困难度相当高，因为爱情是种依恋行为与情绪混合，不是理性的手段可以解决的，就沟通心理而言，越想说服对方，对方的反对态度不想分手的程度，反而愈来愈激烈，这种反效果在心理学上，我们称之为「布美兰效果」现象。
",http:////www.baike.com//wiki//%E5%88%86%E6%89%8B%E5%BF%83%E7%90%86%E5%AD%A6,应用科学 心理学 热点 社会 科学 婚恋 ,,,,
分支式程序,"分支式程序（branching prograrns）是指程序教学中一种编制教材的模式。美国克劳德根据他训练军事人员的经验编制的一种可变程序模式。他认为编制一种完全避免错误的程序几乎是不可能的。因此他根据学生可能出现的各种错误，把教材分成小的逻辑单元，每个单元的步子比直线式程序的要大些，内容也多些。
",http:////www.baike.com//wiki//%E5%88%86%E6%94%AF%E5%BC%8F%E7%A8%8B%E5%BA%8F,心理学 心理学术语 神经学 神经科学 ,,,,
分数,"分数，一个汉语词语，一般是指考试或测评之后的成绩。
",http:////www.baike.com//wiki//%E5%88%86%E6%95%B0,,fraction；marks；scores；grades,,,
分析,"分析（英语：Analysis）是在头脑中把事物或对象由整体分解成各个部分或属性。尽管“分析“作为一个正式的概念在近年来才逐步建立起来，这一技巧自亚里士多德[古希腊著名思想家]（公元前384年至322年）就已经应用在了数学、逻辑学等多个领域。
分析可以指：金融分析；系统分析；分析化学；分析力学；结构分析（土木工程）；模流分析（塑胶）；频率分析（密码学）；时间序列分析（统计学）；数学分析（数学）；实分析；复分析；调和分析；泛函分析维数分析；语意分析（语言学）；语音分析（语言学）；哲学分析。
",http:////www.baike.com//wiki//%E5%88%86%E6%9E%90,,,,,
分析器学说,"分析器学说是由И.Π.巴甫洛夫提出的一种高级神经活动机制的理论，即把外在世界分解为个别要素的机制的理论。分析器核心区分化程度最高，外围部分完成同样的功能，但精确程度较低，不够完备。
",http:////www.baike.com//wiki//%E5%88%86%E6%9E%90%E5%99%A8%E5%AD%A6%E8%AF%B4,心理学 心理学名词 心理学术语 社会科学 神经学 神经科学 科学 ,,,,
分析性心理治疗,"分析性心理治疗，是指治疗者通过帮助患者了解、分析和认识其病态或不健康行为的根源及性质，从而达到领悟并改善症状的一种较为短程的心理治疗方法。与早期弗洛伊德长程的“精神分析“方法有所区别，尽管也应用精神分析的某些机理及原则。所采用普通面谈的方式，可以是个别治疗，也可为集体治疗所采用。因此，是较为普遍且实用的治疗方式。
",http:////www.baike.com//wiki//%E5%88%86%E6%9E%90%E6%80%A7%E5%BF%83%E7%90%86%E6%B2%BB%E7%96%97,心理学 心理学名词 心理学术语 神经学 神经科学 ,,,,
分段法,"分段法:是制作心理比例量表的一种直接方法。
",http:////www.baike.com//wiki//%E5%88%86%E6%AE%B5%E6%B3%95,心理学 心理学名词 心理学术语 社会科学 神经学 神经科学 科学 ,,,,
分离性身份识别障碍,"分离性身份识别障碍(Dissociative Identity Disorder，DID)，以往被称为多重人格障碍(Multiple Personality Disorder，MPD)，在某些出版物种也称之为解离性人格疾患。是心理疾病的一种，精神疾病诊断与统计手册（DSM）中归类于第一轴的解离症的一种。
",http:////www.baike.com//wiki//%E5%88%86%E7%A6%BB%E6%80%A7%E8%BA%AB%E4%BB%BD%E8%AF%86%E5%88%AB%E9%9A%9C%E7%A2%8D,心理学 疾病 神经系统疾病 ,,,,
分裂型人格障碍,"分裂型人格障碍是人格障碍的一种，有这类异常人格的人敏感多疑，他们总是妄自尊大，而又极易产生羞愧感和耻辱感。此类障碍的患病率可能高于精神分裂症和其他人格障碍。目前主要有两种治疗方法，即心理治疗和生物医学治疗。尽管目前在人格障碍的治疗上已取得了一些进步，找到了有效改善症状的方法，但对人格障碍的处理在很大程度上仍然是根据人格障碍者的不同特点，帮助其寻求减少冲突的生活道路。
",http:////www.baike.com//wiki//%E5%88%86%E8%A3%82%E6%A0%B7%E4%BA%BA%E6%A0%BC%E9%9A%9C%E7%A2%8D,,,,,
分辨,"分辨 [differentiate;distinguish]
汉语词汇
拼音：fēn biàn
释义：1.区分辨别 2.剖白[某人]没有所指控的过失或罪责
",http:////www.baike.com//wiki//%E5%88%86%E8%BE%A8,基本物理概念 心理学 心理学名词 心理学术语 生物化学 神经学 神经科学 科学 自然科学 ,,,,
分配性注意,"分配性注意，个体在同一时间内对两种或两种以上的刺激进行注意，或将注意分配到不同的活动中。
",http:////www.baike.com//wiki//%E5%88%86%E9%85%8D%E6%80%A7%E6%B3%A8%E6%84%8F,心理学 心理学名词 心理学术语 神经学 神经科学 ,,,,
